num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,0.5,3.27,135.08,4.83
2,200,300,200,200,2,0.51,3.27,132.43,4.73
2,200,300,200,200,3,0.51,3.27,132.43,4.73
2,200,300,300,200,1,0.75,3.29,135.08,4.83
2,200,300,300,200,2,0.75,3.29,135.08,4.83
2,200,300,300,200,3,0.75,3.29,135.08,4.83
2,200,400,200,200,1,0.63,3.29,142.94,5.11
2,200,400,200,200,2,0.63,3.29,142.94,5.11
2,200,400,200,200,3,0.63,3.29,142.94,5.11
2,200,400,300,200,1,0.94,3.31,143.7,5.14
2,200,400,300,200,2,0.95,3.31,142.19,5.08
2,200,400,300,200,3,0.95,3.31,142.19,5.08
